"message_structure";"version_id";"description";"example_event";"example_msg_type";"action";"section";"anchor";"owl_gen"
"OSM_R26";8;"Specimen Shipment Message";;;;"7.18.1";"ch07.html#Heading400";0
"OSM_R26";9;"Specimen Shipment Message";;;;"7.18.1";"ch07.html#Heading424";0
"OSM_R26";10;"Specimen Shipment Message";;;;"7.16.1";"ch07.html#Heading3208";0
"OSM_R26";81;"Specimen Shipment Message";;;;"7.18.1";"ch07.html#Heading401";0
"OSM_R26";91;"Specimen Shipment Message";;;;"7.18.1";"ch07.html#Heading425";0
"OSM_R26";92;"Specimen Shipment Message";;;;"7.18.1";"ch07.html#Heading434";0
"OSQ_Q06";3;;"Q06";"OSQ";;;;0
"OSQ_Q06";4;;"Q06";"OSQ";;;;0
"OSQ_Q06";5;;;;;"4";;0
"OSQ_Q06";6;;;;;"4.4.3";"ch04.html#Heading19";0
"OSQ_Q06";7;;;;;"4.4.3";"ch04.html#Heading19";0
"OSQ_Q06";61;;;;;"4.4.3";"ch04.html#Heading19";0
"OSR_Q06";3;;"Q06";"OSR";;;;0
"OSR_Q06";4;;"Q06";"OSR";;;;0
"OSR_Q06";5;;;;;"4";;0
"OSR_Q06";6;;;;;"4.4.3";"ch04.html#Heading19";0
"OSR_Q06";7;;;;;"4.4.3";"ch04.html#Heading19";0
"OSR_Q06";61;;;;;"4.4.3";"ch04.html#Heading19";0
"OSU_O51";9;;;;;"4.4.18";"ch04.html#Heading33";0
"OSU_O51";10;;;;;"4.4.18";"ch04.html#Heading1475";0
"OSU_O51";91;;;;;"4.4.18";"ch04.html#Heading45";0
"OSU_O51";92;;;;;"4.4.18";"ch04.html#Heading45";0
"OSU_O52";10;;;;;"4.4.19";"ch04.html#Heading1476";0
"OUL_R21";5;;;;;"7";;0
"OUL_R21";6;;;;;"7.3.2";"ch07.html#Heading44";0
"OUL_R21";7;;;;;"7.3.2";"ch07.html#Heading44";0
"OUL_R21";61;;;;;"7.3.2";"ch07.html#Heading44";0
"OUL_R22";6;"Observation Message";;;;"7.3.7";"ch07.html#Heading49";0
"OUL_R22";7;"Observation Message";;;;"7.3.7";"ch07.html#Heading49";0
"OUL_R22";8;"Observation Message";;;;"7.3.8";"ch07.html#Heading48";0
"OUL_R22";9;"Observation Message";;;;"7.3.8";"ch07.html#Heading50";0
"OUL_R22";10;"Observation Message";;;;"7.3.8";"ch07.html#Heading2834";0
"OUL_R22";61;"Observation Message";;;;"7.3.7";"ch07.html#Heading49";0
"OUL_R22";81;"Observation Message";;;;"7.3.8";"ch07.html#Heading48";0
"OUL_R22";91;"Observation Message";;;;"7.3.8";"ch07.html#Heading50";0
"OUL_R22";92;"Observation Message";;;;"7.3.8";"ch07.html#Heading51";0
"OUL_R23";6;"Observation Message";;;;"7.3.8";"ch07.html#Heading50";0
"OUL_R23";7;"Observation Message";;;;"7.3.8";"ch07.html#Heading50";0
"OUL_R23";8;"Observation Message";;;;"7.3.9";"ch07.html#Heading49";0
"OUL_R23";9;"Observation Message";;;;"7.3.9";"ch07.html#Heading51";0
"OUL_R23";10;"Observation Message";;;;"7.3.9";"ch07.html#Heading2835";0
"OUL_R23";61;"Observation Message";;;;"7.3.8";"ch07.html#Heading50";0
"OUL_R23";81;"Observation Message";;;;"7.3.9";"ch07.html#Heading49";0
"OUL_R23";91;"Observation Message";;;;"7.3.9";"ch07.html#Heading51";0
"OUL_R23";92;"Observation Message";;;;"7.3.9";"ch07.html#Heading52";0
"OUL_R24";6;"Observation Message";;;;"7.3.9";"ch07.html#Heading51";0
"OUL_R24";7;"Observation Message";;;;"7.3.9";"ch07.html#Heading51";0
"OUL_R24";8;"Observation Message";;;;"7.3.10";"ch07.html#Heading50";0
"OUL_R24";9;"Observation Message";;;;"7.3.10";"ch07.html#Heading52";0
"OUL_R24";10;"Observation Message";;;;"7.3.10";"ch07.html#Heading2836";0
"OUL_R24";61;"Observation Message";;;;"7.3.9";"ch07.html#Heading51";0
"OUL_R24";81;"Observation Message";;;;"7.3.10";"ch07.html#Heading50";0
"OUL_R24";91;"Observation Message";;;;"7.3.10";"ch07.html#Heading52";0
"OUL_R24";92;"Observation Message";;;;"7.3.10";"ch07.html#Heading53";0
"PEX_P07";3;"Product Experience Message";"P07";"PEX";;;;0
"PEX_P07";4;"Product Experience Message";"P07";"PEX";;;;0
"PEX_P07";5;"Product Experience Message";;;;"7";;0
"PEX_P07";6;"Product Experience Message";;;;"7.11.1";"ch07.html#Heading248";0
"PEX_P07";7;"Product Experience Message";;;;"7.11.1";"ch07.html#Heading256";0
"PEX_P07";8;"Product Experience Message";;;;"7.11.1";"ch07.html#Heading266";0
"PEX_P07";9;"Product Experience Message";;;;"7.11.1";"ch07.html#Heading283";0
"PEX_P07";10;"Product Experience Message";;;;"7.11.1";"ch07.html#Heading3088";0
"PEX_P07";61;"Product Experience Message";;;;"7.11.1";"ch07.html#Heading253";0
"PEX_P07";81;"Product Experience Message";;;;"7.11.1";"ch07.html#Heading267";0
"PEX_P07";91;"Product Experience Message";;;;"7.11.1";"ch07.html#Heading284";0
"PEX_P07";92;"Product Experience Message";;;;"7.11.1";"ch07.html#Heading293";0
"PGL_PC6";3;"Patient Goal Message";"PC6";"PGL";;;;0
"PGL_PC6";4;"Patient Goal Message";"PC6";"PGL";;;;0
"PGL_PC6";5;"Patient Goal Message";;;;"12";;0
"PGL_PC6";6;"Patient Goal Message";;;;"12.3.1";"ch12.html#Heading30";0
"PGL_PC6";7;"Patient Goal Message";;;;"12.3.1";"ch12.html#Heading30";0
"PGL_PC6";8;"Patient Goal Message";;;;"12.3.1";"ch12.html#Heading26";0
"PGL_PC6";9;"Patient Goal Message";;;;"12.3.1";"ch12.html#Heading30";0
"PGL_PC6";10;"Patient Goal Message";;;;"12.3.1";"ch12.html#Heading4176";0
"PGL_PC6";61;"Patient Goal Message";;;;"12.3.1";"ch12.html#Heading30";0
"PGL_PC6";81;"Patient Goal Message";;;;"12.3.1";"ch12.html#Heading26";0
"PGL_PC6";91;"Patient Goal Message";;;;"12.3.1";"ch12.html#Heading30";0
"PGL_PC6";92;"Patient Goal Message";;;;"12.3.1";"ch12.html#Heading30";0
"PIN_I07";3;;"I07";"PIN";;;;0
"PIN_I07";4;;"I07";"PIN";;;;0
"PMU_B01";5;"Personnel Record Message";;;;"15";;0
"PMU_B01";6;"Personnel Record Message";;;;"15.3.1";"ch15.html#Heading6";0
"PMU_B01";7;"Personnel Record Message";;;;"15.3.1";"ch15.html#Heading6";0
"PMU_B01";8;"Personnel Record Message";;;;"15.3.1";"ch15.html#Heading6";0
"PMU_B01";9;"Personnel Record Message";;;;"15.3.1";"ch15.html#Heading6";0
"PMU_B01";10;"Personnel Record Message";;;;"15.3.1";"ch15.html#Heading4603";0
"PMU_B01";61;"Personnel Record Message";;;;"15.3.1";"ch15.html#Heading6";0
"PMU_B01";81;"Personnel Record Message";;;;"15.3.1";"ch15.html#Heading6";0
"PMU_B01";91;"Personnel Record Message";;;;"15.3.1";"ch15.html#Heading6";0
"PMU_B01";92;"Personnel Record Message";;;;"15.3.1";"ch15.html#Heading6";0
"PMU_B03";5;"Delete Personnel Record Message";;;;"15";;0
"PMU_B03";6;"Delete Personnel Record Message";;;;"15.3.3";"ch15.html#Heading8";0
"PMU_B03";7;"Delete Personnel Record Message";;;;"15.3.3";"ch15.html#Heading8";0
"PMU_B03";8;"Delete Personnel Record Message";;;;"15.3.3";"ch15.html#Heading8";0
"PMU_B03";9;"Delete Personnel Record Message";;;;"15.3.3";"ch15.html#Heading8";0
"PMU_B03";10;"Delete Personnel Record Message";;;;"15.3.3";"ch15.html#Heading4605";0
"PMU_B03";61;"Delete Personnel Record Message";;;;"15.3.3";"ch15.html#Heading8";0
"PMU_B03";81;"Delete Personnel Record Message";;;;"15.3.3";"ch15.html#Heading8";0
"PMU_B03";91;"Delete Personnel Record Message";;;;"15.3.3";"ch15.html#Heading8";0
"PMU_B03";92;"Delete Personnel Record Message";;;;"15.3.3";"ch15.html#Heading8";0
"PMU_B04";5;"Terminate Practicing Person Message";;;;"15";;0
"PMU_B04";6;"Terminate Practicing Person Message";;;;"15.3.4";"ch15.html#Heading9";0
"PMU_B04";7;"Terminate Practicing Person Message";;;;"15.3.4";"ch15.html#Heading9";0
"PMU_B04";8;"Terminate Practicing Person Message";;;;"15.3.4";"ch15.html#Heading9";0
"PMU_B04";9;"Terminate Practicing Person Message";;;;"15.3.4";"ch15.html#Heading9";0
"PMU_B04";10;"Terminate Practicing Person Message";;;;"15.3.4";"ch15.html#Heading4606";0
"PMU_B04";61;"Terminate Practicing Person Message";;;;"15.3.4";"ch15.html#Heading9";0
"PMU_B04";81;"Terminate Practicing Person Message";;;;"15.3.4";"ch15.html#Heading9";0
"PMU_B04";91;"Terminate Practicing Person Message";;;;"15.3.4";"ch15.html#Heading9";0
"PMU_B04";92;"Terminate Practicing Person Message";;;;"15.3.4";"ch15.html#Heading9";0
"PMU_B07";6;"Grant Certificate Message";;;;"15.3.8";"ch15.html#Heading13";0
"PMU_B07";7;"Grant Certificate Message";;;;"15.3.8";"ch15.html#Heading13";0
"PMU_B07";8;"Grant Certificate Message";;;;"15.3.8";"ch15.html#Heading13";0
"PMU_B07";9;"Grant Certificate Message";;;;"15.3.8";"ch15.html#Heading13";0
"PMU_B07";10;"Grant Certificate Message";;;;"15.3.8";"ch15.html#Heading4610";0
"PMU_B07";61;"Grant Certificate Message";;;;"15.3.8";"ch15.html#Heading13";0
"PMU_B07";81;"Grant Certificate Message";;;;"15.3.8";"ch15.html#Heading13";0
"PMU_B07";91;"Grant Certificate Message";;;;"15.3.8";"ch15.html#Heading13";0
"PMU_B07";92;"Grant Certificate Message";;;;"15.3.8";"ch15.html#Heading13";0
"PMU_B08";6;"Revoke Certificate Message";;;;"15.3.9";"ch15.html#Heading14";0
"PMU_B08";7;"Revoke Certificate Message";;;;"15.3.9";"ch15.html#Heading14";0
"PMU_B08";8;"Revoke Certificate Message";;;;"15.3.9";"ch15.html#Heading14";0
"PMU_B08";9;"Revoke Certificate Message";;;;"15.3.9";"ch15.html#Heading14";0
"PMU_B08";10;"Revoke Certificate Message";;;;"15.3.9";"ch15.html#Heading4611";0
"PMU_B08";61;"Revoke Certificate Message";;;;"15.3.9";"ch15.html#Heading14";0
"PMU_B08";81;"Revoke Certificate Message";;;;"15.3.9";"ch15.html#Heading14";0
"PMU_B08";91;"Revoke Certificate Message";;;;"15.3.9";"ch15.html#Heading14";0
"PMU_B08";92;"Revoke Certificate Message";;;;"15.3.9";"ch15.html#Heading14";0
"PPG_PCG";3;"Patient Pathway Goal-Oriented Message";"PCG";"PPG";;;;0
"PPG_PCG";4;"Patient Pathway Goal-Oriented Message";"PCG";"PPG";;;;0
"PPG_PCG";5;"Patient Pathway Goal-Oriented Message";;;;"12";;0
"PPG_PCG";6;"Patient Pathway Goal-Oriented Message";;;;"12.3.4";"ch12.html#Heading33";0
"PPG_PCG";7;"Patient Pathway Goal-Oriented Message";;;;"12.3.4";"ch12.html#Heading33";0
"PPG_PCG";8;"Patient Pathway Goal-Oriented Message";;;;"12.3.4";"ch12.html#Heading29";0
"PPG_PCG";9;"Patient Pathway Goal-Oriented Message";;;;"12.3.4";"ch12.html#Heading33";0
"PPG_PCG";10;"Patient Pathway Goal-Oriented Message";;;;"12.3.4";"ch12.html#Heading4179";0
"PPG_PCG";61;"Patient Pathway Goal-Oriented Message";;;;"12.3.4";"ch12.html#Heading33";0
"PPG_PCG";81;"Patient Pathway Goal-Oriented Message";;;;"12.3.4";"ch12.html#Heading29";0
"PPG_PCG";91;"Patient Pathway Goal-Oriented Message";;;;"12.3.4";"ch12.html#Heading33";0
"PPG_PCG";92;"Patient Pathway Goal-Oriented Message";;;;"12.3.4";"ch12.html#Heading33";0
"PPP_PCB";3;"Patient Pathway Problem-Oriented Message";"PCB";"PPP";;;;0
"PPP_PCB";4;"Patient Pathway Problem-Oriented Message";"PCB";"PPP";;;;0
"PPP_PCB";5;"Patient Pathway Problem-Oriented Message";;;;"12";;0
"PPP_PCB";6;"Patient Pathway Problem-Oriented Message";;;;"12.3.3";"ch12.html#Heading32";0
"PPP_PCB";7;"Patient Pathway Problem-Oriented Message";;;;"12.3.3";"ch12.html#Heading32";0
"PPP_PCB";8;"Patient Pathway Problem-Oriented Message";;;;"12.3.3";"ch12.html#Heading28";0
"PPP_PCB";9;"Patient Pathway Problem-Oriented Message";;;;"12.3.3";"ch12.html#Heading32";0
"PPP_PCB";10;"Patient Pathway Problem-Oriented Message";;;;"12.3.3";"ch12.html#Heading4178";0
"PPP_PCB";61;"Patient Pathway Problem-Oriented Message";;;;"12.3.3";"ch12.html#Heading32";0
"PPP_PCB";81;"Patient Pathway Problem-Oriented Message";;;;"12.3.3";"ch12.html#Heading28";0
"PPP_PCB";91;"Patient Pathway Problem-Oriented Message";;;;"12.3.3";"ch12.html#Heading32";0
"PPP_PCB";92;"Patient Pathway Problem-Oriented Message";;;;"12.3.3";"ch12.html#Heading32";0
"PPR_PC1";3;"Patient Problem Message";"PC1";"PPR";;;;0
"PPR_PC1";4;"Patient Problem Message";"PC1";"PPR";;;;0
"PPR_PC1";5;"Patient Problem Message";;;;"12";;0
"PPR_PC1";6;"Patient Problem Message";;;;"12.3.2";"ch12.html#Heading31";0
"PPR_PC1";7;"Patient Problem Message";;;;"12.3.2";"ch12.html#Heading31";0
"PPR_PC1";8;"Patient Problem Message";;;;"12.3.2";"ch12.html#Heading27";0
"PPR_PC1";9;"Patient Problem Message";;;;"12.3.2";"ch12.html#Heading31";0
"PPR_PC1";10;"Patient Problem Message";;;;"12.3.2";"ch12.html#Heading4177";0
"PPR_PC1";61;"Patient Problem Message";;;;"12.3.2";"ch12.html#Heading31";0
"PPR_PC1";81;"Patient Problem Message";;;;"12.3.2";"ch12.html#Heading27";0
"PPR_PC1";91;"Patient Problem Message";;;;"12.3.2";"ch12.html#Heading31";0
"PPR_PC1";92;"Patient Problem Message";;;;"12.3.2";"ch12.html#Heading31";0
"PPT_PCL";3;"Patient Pathway Goal-Oriented Response";"PCL";"PPT";;;;0
"PPT_PCL";4;"Patient Pathway Goal-Oriented Response";"PCL";"PPT";;;;0
"PPT_PCL";5;"Patient Pathway Goal-Oriented Response";;;;"12";;0
"PPT_PCL";6;"Patient Pathway Goal-Oriented Response";;;;"12.3.12";"ch12.html#Heading41";0
"PPT_PCL";7;"Patient Pathway Goal-Oriented Response";;;;"12.3.12";"ch12.html#Heading41";0
"PPT_PCL";8;"Patient Pathway Goal-Oriented Response";;;;"12.3.12";"ch12.html#Heading37";0
"PPT_PCL";61;"Patient Pathway Goal-Oriented Response";;;;"12.3.12";"ch12.html#Heading41";0
"PPT_PCL";81;"Patient Pathway Goal-Oriented Response";;;;"12.3.12";"ch12.html#Heading37";0
"PPV_PCA";3;"Goal Query Response";"PCA";"PPV";;;;0
"PPV_PCA";4;"Goal Query Response";"PCA";"PPV";;;;0
"PPV_PCA";5;"Goal Query Response";;;;"12";;0
"PPV_PCA";6;"Goal Query Response";;;;"12.3.8";"ch12.html#Heading37";0
"PPV_PCA";7;"Goal Query Response";;;;"12.3.8";"ch12.html#Heading37";0
"PPV_PCA";8;"Goal Query Response";;;;"12.3.8";"ch12.html#Heading33";0
"PPV_PCA";61;"Goal Query Response";;;;"12.3.8";"ch12.html#Heading37";0
"PPV_PCA";81;"Goal Query Response";;;;"12.3.8";"ch12.html#Heading33";0
"PRR_PC5";3;"Problem Query Response";"PC5";"PRR";;;;0
"PRR_PC5";4;"Problem Query Response";"PC5";"PRR";;;;0
"PRR_PC5";5;"Problem Query Response";;;;"12";;0
"PRR_PC5";6;"Problem Query Response";;;;"12.3.6";"ch12.html#Heading35";0
"PRR_PC5";7;"Problem Query Response";;;;"12.3.6";"ch12.html#Heading35";0
"PRR_PC5";8;"Problem Query Response";;;;"12.3.6";"ch12.html#Heading31";0
"PRR_PC5";61;"Problem Query Response";;;;"12.3.6";"ch12.html#Heading35";0
"PRR_PC5";81;"Problem Query Response";;;;"12.3.6";"ch12.html#Heading31";0
"PTR_PCF";3;"Patient Pathway Problem-Oriented Response";"PCF";"PTR";;;;0
"PTR_PCF";4;"Patient Pathway Problem-Oriented Response";"PCF";"PTR";;;;0
"PTR_PCF";5;"Patient Pathway Problem-Oriented Response";;;;"12";;0
"PTR_PCF";6;"Patient Pathway Problem-Oriented Response";;;;"12.3.10";"ch12.html#Heading39";0
"PTR_PCF";7;"Patient Pathway Problem-Oriented Response";;;;"12.3.10";"ch12.html#Heading39";0
"PTR_PCF";8;"Patient Pathway Problem-Oriented Response";;;;"12.3.10";"ch12.html#Heading35";0
"PTR_PCF";61;"Patient Pathway Problem-Oriented Response";;;;"12.3.10";"ch12.html#Heading39";0
"PTR_PCF";81;"Patient Pathway Problem-Oriented Response";;;;"12.3.10";"ch12.html#Heading35";0
"QBP_E03";7;"Query HealthCare Services Invoice";;;;"16.3.3";"ch16.html#Heading8";0
"QBP_E03";8;"Query HealthCare Services Invoice";;;;"16.3.3";"ch16.html#Heading8";0
"QBP_E03";9;"Query HealthCare Services Invoice";;;;"16.3.3";"ch16.html#Heading8";0
"QBP_E03";10;"Query HealthCare Services Invoice";;;;"16.3.3";"ch16.html#Heading4754";0
"QBP_E03";81;"Query HealthCare Services Invoice";;;;"16.3.3";"ch16.html#Heading8";0
"QBP_E03";91;"Query HealthCare Services Invoice";;;;"16.3.3";"ch16.html#Heading8";0
"QBP_E03";92;"Query HealthCare Services Invoice";;;;"16.3.3";"ch16.html#Heading8";0
"QBP_E22";7;"Query Authorization Request";;;;"16.3.12";"ch16.html#Heading17";0
"QBP_E22";8;"Query Authorization Request";;;;"16.3.12";"ch16.html#Heading17";0
"QBP_E22";9;"Query Authorization Request";;;;"16.3.12";"ch16.html#Heading17";0
"QBP_E22";10;"Query Authorization Request";;;;"16.3.12";"ch16.html#Heading4763";0
"QBP_E22";81;"Query Authorization Request";;;;"16.3.12";"ch16.html#Heading17";0
"QBP_E22";91;"Query Authorization Request";;;;"16.3.12";"ch16.html#Heading17";0
"QBP_E22";92;"Query Authorization Request";;;;"16.3.12";"ch16.html#Heading17";0
"QBP_K13";5;;;;;"5";;0
"QBP_K13";6;;;;;"5";;0
"QBP_O33";9;;;;;"4.16.6";"ch04.html#Heading315";0
"QBP_O33";10;;;;;"4.16.6";"ch04.html#Heading1768";0
"QBP_O33";91;;;;;"4.16.6";"ch04.html#Heading327";0
"QBP_O33";92;;;;;"4.16.6";"ch04.html#Heading327";0
"QBP_O34";9;;;;;"4.16.8";"ch04.html#Heading317";0
"QBP_O34";10;;;;;"4.16.8";"ch04.html#Heading1770";0
"QBP_O34";91;;;;;"4.16.8";"ch04.html#Heading329";0
"QBP_O34";92;;;;;"4.16.8";"ch04.html#Heading329";0
"QBP_Q11";5;"Query Grammar:  QBS Message";;;;"5";;0
"QBP_Q11";6;"Query Grammar:  QBS Message";;;;"5.3.3.2";"ch05.html#Heading43";0
"QBP_Q11";7;"Query Grammar:  QBS Message";;;;"4.13.20";"ch04.html#Heading240";0
"QBP_Q11";8;"Query Grammar:  QBS Message";;;;"4.A.3.19";"ch04a.html#Heading25";0
"QBP_Q11";9;"Query Grammar:  QBS Message";;;;"4.A.20";"ch04a.html#Heading25";0
"QBP_Q11";10;"Query Grammar:  QBS Message";;;;"4A.3.23";"ch04A.html#Heading1861";0
"QBP_Q11";61;"Query Grammar:  QBS Message";;;;"4.13.20";"ch04.html#Heading239";0
"QBP_Q11";81;"Query Grammar:  QBS Message";;;;"4.A.20";"ch04a.html#Heading24";0
"QBP_Q11";91;"Query Grammar:  QBS Message";;;;"4.A.20";"ch04a.html#Heading25";0
"QBP_Q11";92;"Query Grammar:  QBS Message";;;;"4.A.20";"ch04a.html#Heading25";0
"QBP_Q13";5;"Query Grammar:  QBP Message";;;;"5";;0
"QBP_Q13";6;"Query Grammar:  QBP Message";;;;"5.3.1.2";"ch05.html#Heading24";0
"QBP_Q13";7;"Query Grammar:  QBP Message";;;;"5.3.1.2";"ch05.html#Heading24";0
"QBP_Q13";8;"Query Grammar:  QBP Message";;;;"5.3.1.1";"ch05.html#Heading21";0
"QBP_Q13";9;"Query Grammar:  QBP Message";;;;"5.3.1.2";"ch05.html#Heading24";0
"QBP_Q13";10;"Query Grammar:  QBP Message";;;;"5.3.1.2";"ch05.html#Heading2169";0
"QBP_Q13";61;"Query Grammar:  QBP Message";;;;"5.3.1.2";"ch05.html#Heading24";0
"QBP_Q13";81;"Query Grammar:  QBP Message";;;;"5.3.1.1";"ch05.html#Heading21";0
"QBP_Q13";91;"Query Grammar:  QBP Message";;;;"5.3.1.2";"ch05.html#Heading24";0
"QBP_Q13";92;"Query Grammar:  QBP Message";;;;"5.3.1.2";"ch05.html#Heading24";0
"QBP_Q15";5;"Query Grammar:  QBS Message";;;;"5";;0
"QBP_Q15";6;"Query Grammar:  QBS Message";;;;"5.3.3.3";"ch05.html#Heading44";0
"QBP_Q15";7;"Query Grammar:  QBS Message";;;;"5.3.3.3";"ch05.html#Heading44";0
"QBP_Q15";8;"Query Grammar:  QBS Message";;;;"5.3.3.2";"ch05.html#Heading39";0
"QBP_Q15";9;"Query Grammar:  QBS Message";;;;"5.4.3";"ch05.html#Heading49";0
"QBP_Q15";10;"Query Grammar:  QBS Message";;;;"5.4.3";"ch05.html#Heading2194";0
"QBP_Q15";61;"Query Grammar:  QBS Message";;;;"5.3.3.3";"ch05.html#Heading44";0
"QBP_Q15";81;"Query Grammar:  QBS Message";;;;"5.3.3.2";"ch05.html#Heading39";0
"QBP_Q15";91;"Query Grammar:  QBS Message";;;;"5.4.3";"ch05.html#Heading49";0
"QBP_Q15";92;"Query Grammar:  QBS Message";;;;"5.4.3";"ch05.html#Heading49";0
"QBP_Q21";5;"Query Personnel Information Message";;;;"15";;0
"QBP_Q21";6;"Query Personnel Information Message";;;;"3.3.56";"ch03.html#Heading62";0
"QBP_Q21";7;"Query Personnel Information Message";;;;"3.3.56";"ch03.html#Heading62";0
"QBP_Q21";8;"Query Personnel Information Message";;;;"3.3.56";"ch03.html#Heading60";0
"QBP_Q21";9;"Query Personnel Information Message";;;;"3.3.56";"ch03.html#Heading60";0
"QBP_Q21";10;"Query Personnel Information Message";;;;"3.3.56";"ch03.html#Heading996";0
"QBP_Q21";61;"Query Personnel Information Message";;;;"3.3.56";"ch03.html#Heading62";0
"QBP_Q21";81;"Query Personnel Information Message";;;;"3.3.56";"ch03.html#Heading60";0
"QBP_Q21";91;"Query Personnel Information Message";;;;"3.3.56";"ch03.html#Heading60";0
"QBP_Q21";92;"Query Personnel Information Message";;;;"3.3.56";"ch03.html#Heading60";0
"QBP_Qnn";5;;;;;"5";;0
"QBP_Qnn";6;;;;;"5.3.2.3";"ch05.html#Heading29";0
"QBP_Qnn";7;;;;;"5.3.2.3";"ch05.html#Heading29";0
"QBP_Qnn";8;"Query Grammar: QBP Message";;;;"5.3.2.2";"ch05.html#Heading25";0
"QBP_Qnn";9;"Query Grammar: QBP Message";;;;"5.3.2.3";"ch05.html#Heading29";0
"QBP_Qnn";10;;;;;"5.3.2.3";"ch05.html#Heading2174";0
"QBP_Qnn";61;;;;;"5.3.2.3";"ch05.html#Heading29";0
"QBP_Qnn";81;"Query Grammar: QBP Message";;;;"5.3.2.2";"ch05.html#Heading25";0
"QBP_Qnn";91;;;;;"5.3.2.3";"ch05.html#Heading29";0
"QBP_Qnn";92;;;;;"5.3.2.3";"ch05.html#Heading29";0
"QBP_Z73";5;;;;;"4";;0
"QBP_Z73";6;;;;;"4.6.2";"ch04.html#Heading164";0
"QBP_Z73";7;;;;;"4.6.2";"ch04.html#Heading167";0
"QBP_Z73";8;"QBP Message";;;;"4.6.2";"ch04.html#Heading165";0
"QBP_Z73";9;"QBP Message";;;;"4.6.2";"ch04.html#Heading176";0
"QBP_Z73";10;;;;;"4.6.2";"ch04.html#Heading1626";0
"QBP_Z73";61;;;;;"4.6.2";"ch04.html#Heading166";0
"QBP_Z73";81;"QBP Message";;;;"4.5.2";"ch04.html#Heading165";0
"QBP_Z73";91;;;;;"4.6.2";"ch04.html#Heading188";0
"QBP_Z73";92;;;;;"4.6.2";"ch04.html#Heading188";0
"QCK_Q02";3;;"Q02";"QCK";;;;0
"QCK_Q02";4;;"Q02";"QCK";;;;0
"QCK_Q02";5;;;;;"5";;0
"QCN_J01";5;"Cancel Subscription";;;;"5";;0
"QCN_J01";6;"Cancel Subscription";;;;"5.4.6";"ch05.html#Heading52";0
"QCN_J01";7;"Cancel Subscription";;;;"5.4.6";"ch05.html#Heading52";0
"QCN_J01";8;"Cancel Subscription";;;;"5.4.6";"ch05.html#Heading47";0
"QCN_J01";9;"Cancel Subscription";;;;"5.4.6";"ch05.html#Heading52";0
"QCN_J01";10;"Cancel Subscription";;;;"5.4.6";"ch05.html#Heading2197";0
"QCN_J01";61;"Cancel Subscription";;;;"5.4.6";"ch05.html#Heading52";0
"QCN_J01";81;"Cancel Subscription";;;;"5.4.6";"ch05.html#Heading47";0
"QCN_J01";91;"Cancel Subscription";;;;"5.4.6";"ch05.html#Heading52";0
"QCN_J01";92;"Cancel Subscription";;;;"5.4.6";"ch05.html#Heading52";0
"QRY";6;;;;;"9.8.1";"ch09.html#Heading69";0
"QRY";61;;;;;"9.8.1";"ch09.html#Heading69";0
"QRY_A19";3;;"A19";"QRY";;;;0
"QRY_A19";4;;"A19";"QRY";;;;0
"QRY_A19";5;;;;;"3";;0
"QRY_A19";6;;;;;"3.3.19";"ch03.html#Heading23";0
"QRY_A19";7;;;;;"3.3.19";"ch03.html#Heading23";0
"QRY_A19";61;;;;;"3.3.19";"ch03.html#Heading23";0
"QRY_P04";5;;;;;"6";;0
"QRY_PC4";3;;"PC4";"QRY";;;;0
"QRY_PC4";4;;"PC4";"QRY";;;;0
"QRY_PC4";5;;;;;"12";;0
"QRY_PC4";6;;;;;"12.3.5";"ch12.html#Heading34";0
"QRY_PC4";7;"Query";;;;"12.3.5";"ch12.html#Heading34";0
"QRY_PC4";8;"Query";;;;"12.3.5";"ch12.html#Heading30";0
"QRY_PC4";61;"Query";;;;"12.3.5";"ch12.html#Heading34";0
"QRY_PC4";81;"Query";;;;"12.3.5";"ch12.html#Heading30";0
"QRY_Q01";3;;"Q01";"QRY";;;;0
"QRY_Q01";4;;"Q01";"QRY";;;;0
"QRY_Q01";5;;;;;"5";;0
"QRY_Q01";6;;;;;"4.13.15";"ch04.html#Heading232";0
"QRY_Q01";7;;;;;"4.13.15";"ch04.html#Heading235";0
"QRY_Q01";61;;;;;"4.13.15";"ch04.html#Heading234";0
"QRY_Q02";3;;"Q02";"QRY";;;;0
"QRY_Q02";4;;"Q02";"QRY";;;;0
"QRY_Q02";5;;;;;"5";;0
"QRY_R02";3;;"R02";"QRY";;;;0
"QRY_R02";4;;"R02";"QRY";;;;0
"QRY_R02";5;;;;;"7";;0
"QRY_R02";6;;;;;"7.3.3";"ch07.html#Heading45";0
"QRY_R02";7;;;;;"7.3.3";"ch07.html#Heading45";0
"QRY_R02";61;;;;;"7.3.3";"ch07.html#Heading45";0
"QRY_T12";3;;"T12";"QRY";;;;0
"QRY_T12";4;;"T12";"QRY";;;;0
"QRY_T12";5;;;;;"9";;0
"QRY_T12";7;;;;;"9.8.1";"ch09.html#Heading69";0
"QSB_Q16";5;"Query Grammar:  QSB Message";;;;"5";;0
"QSB_Q16";6;"Query Grammar:  QSB Message";;;;"5.4.4";"ch05.html#Heading50";0
"QSB_Q16";7;"Query Grammar:  QSB Message";;;;"5.4.4";"ch05.html#Heading50";0
"QSB_Q16";8;"Query Grammar:  QSB Message";;;;"5.4.4";"ch05.html#Heading45";0
"QSB_Q16";9;"Query Grammar:  QSB Message";;;;"5.4.4";"ch05.html#Heading50";0
